timestamp,B_24,B_17,B_25,B_15,B_18,B_2,B_19,B_16
2020-03-01 04:45:00,38.93,2388.04,23.2893,47.26,8132.08,-0.0014,8.4319,521.47
2020-03-01 04:50:00,38.92,2388.02,23.4444,47.26,8128.81,-0.0006,8.4476,521.32
2020-03-01 04:55:00,38.89,2388.03,23.387,47.41,8132.89,-0.001,8.3878,522.49
2020-03-01 05:00:00,38.89,2388.09,23.3638,47.31,8131.66,0.0004,8.4264,522.34
2020-03-01 05:05:00,39.03,2388.1,23.2707,47.28,8132.28,0.0004,8.4071,522.19
2020-03-01 05:10:00,38.77,2388.01,23.3436,47.51,8130.73,0.0015,8.4357,521.56
2020-03-01 05:15:00,38.93,2388.04,23.384,47.45,8128.15,0.0017,8.4066,521.82
2020-03-01 05:20:00,38.9,2388.13,23.3752,47.56,8132.94,0.0,8.4406,521.54
2020-03-01 05:25:00,38.95,2388.05,23.3152,47.14,8128.32,-0.0007,8.3911,522.0899999999999
2020-03-01 05:30:00,38.97,2388.08,23.291,47.39,8134.07,0.0016,8.3925,522.64
2020-03-01 05:35:00,38.95,2388.07,23.3174,47.36,8132.39,-0.0018,8.4242,521.72
2020-03-01 05:40:00,39.0,2388.1,23.3742,47.41,8129.13,-0.0022,8.4292,522.22
2020-03-01 05:45:00,38.86,2388.12,23.4513,47.41,8130.36,-0.0005,8.4279,521.93
2020-03-01 05:50:00,38.8,2388.09,23.3881,47.3,8134.28,0.0016,8.423,521.72
2020-03-01 05:55:00,38.84,2388.09,23.3085,47.27,8133.95,-0.0017,8.3951,521.97
2020-03-01 06:00:00,39.03,2388.1,23.3975,47.29,8129.85,-0.0012,8.404,522.04
2020-03-01 06:05:00,38.8,2387.97,23.382,47.58,8132.67,0.0027,8.4135,522.25
2020-03-01 06:10:00,38.89,2388.11,23.3521,47.22,8130.13,0.0009,8.4621,521.77
2020-03-01 06:15:00,39.02,2388.03,23.4428,47.44,8136.44,-0.0015,8.3996,521.58
2020-03-01 06:20:00,38.99,2388.08,23.275,47.41,8135.25,0.0012499999999999998,8.453,521.6
2020-03-01 06:25:00,38.88,2388.16,23.3486,47.4,8133.91,0.004,8.3793,522.28
2020-03-01 06:30:00,38.9,2388.13,23.3121,47.35,8135.4,0.0022,8.4132,521.85
2020-03-01 06:35:00,38.89,2388.1,23.3613,47.64,8134.66,-0.0002,8.4235,521.52
2020-03-01 06:40:00,38.77,2388.05,23.373,47.43,8128.87,-0.0018,8.4247,521.66
2020-03-01 06:45:00,38.89,2388.03,23.2713,47.25,8134.04,-0.0012,8.3986,521.95
2020-03-01 06:50:00,38.8,2388.05,23.3274,47.22,8132.79,0.0004,8.4128,521.93
2020-03-01 06:55:00,38.73,2388.06,23.2653,47.38,8131.54,0.0005,8.4139,521.54
2020-03-01 07:00:00,39.01,2388.05,23.284,47.36,8135.31,0.0025,8.4499,522.3
2020-03-01 07:05:00,38.94,2388.09,23.3945,47.38,8130.06,-0.0012,8.4173,521.82
2020-03-01 07:15:00,38.9,2388.04,23.3086,47.46,8131.47,0.0029,8.4586,522.2
2020-03-01 07:21:00,38.95,2388.08,23.3288,47.46,8135.15,0.0008,8.4489,521.55
2020-03-01 07:25:00,38.98,2388.088888888889,23.4712,47.32,8129.72,0.0017,8.3961,521.49
2020-03-01 07:30:00,39.11,2388.1,23.3842,47.32,8134.4,0.0025,8.3949,521.680909090909
2020-03-01 07:36:00,38.96,2388.05,23.3522,47.45,8131.39,0.001,8.3982,521.91
2020-03-01 07:40:00,38.86,2388.08,23.2477,47.46,8133.15,0.0032,8.421,521.43
2020-03-01 07:45:00,38.85,2388.07,23.3758,47.48,8132.4,-0.0021,8.4524,521.61
2020-03-01 07:50:00,38.76,2388.02,23.3269,47.38,8131.63,0.0019,8.44175,521.92
2020-03-01 07:55:00,38.88,2388.06,23.3255,47.39,8130.69,-0.0034,8.4311,521.66
2020-03-01 08:00:00,39.01,2388.06,23.2963,47.46,8128.74,0.0035,8.4105,521.67
2020-03-01 08:05:00,38.96,2388.06,23.2554,47.37,8127.89,0.0006,8.4012,522.31
2020-03-01 08:10:00,38.82,2388.1,23.2323,47.4,8131.77,-0.0005,8.4481,521.42
2020-03-01 08:15:00,38.93,2388.08,23.409,47.64,8132.49,-0.0021,8.4241,521.55
2020-03-01 08:20:00,38.75,2388.08,23.4149,47.62,8125.97,0.0012,8.4353,521.89
2020-03-01 08:25:00,38.94,2388.05,23.3653,47.49,8130.4,0.0017,8.4561,521.38
2020-03-01 08:30:00,38.69,2388.1,23.4289,47.57,8124.4,-0.0013,8.4263,521.41
2020-03-01 08:35:00,38.96,2388.09,23.3393,47.34,8131.89,-0.0001,8.4021,522.38
2020-03-01 08:40:00,38.77,2388.08,23.3857,47.31,8129.135,0.0024,8.4326,521.81
2020-03-01 08:45:00,39.08,2388.09,23.4148,47.44,8126.38,0.0,8.4664,521.51
2020-03-01 08:50:00,39.01,2388.07,23.4086,47.35,8132.4,-0.0012,8.4241,521.75
2020-03-01 08:55:00,38.75,2388.03,23.3032,47.61,8131.52,0.0008,8.4133,521.52
2020-03-01 09:00:00,39.05,2388.11,23.3561,47.58,8130.97,-0.0011,8.3757,521.62
2020-03-01 09:05:00,39.06,2388.12,23.2951,47.55,8127.16,0.0,8.4638,522.01
2020-03-01 09:10:00,38.92,2388.14,23.2135,47.62,8132.4,0.0008,8.4447,521.53
2020-03-01 09:15:00,38.84,2388.08,23.3207,47.22,8131.52,0.0005,8.4445,521.9
2020-03-01 09:20:00,38.9,2388.16,23.3101,47.46,8129.32,0.0007,8.458,521.75
2020-03-01 09:25:00,38.89,2388.15,23.3754,47.58,8128.46,0.0003,8.429,521.68
2020-03-01 09:30:00,38.93,2388.12,23.3022,47.43,8127.6,-0.0017,8.4345,521.36
2020-03-01 09:35:00,39.03,2388.05,23.3512,47.43,8134.46,-0.002,8.4059,521.6
2020-03-01 09:40:00,38.73,2388.1,23.1766,47.52,8126.12,0.0005,8.4256,521.22
2020-03-01 09:45:00,38.88,2388.12,23.2966,47.55,8135.21,-0.0006,8.4197,521.31
2020-03-01 09:50:00,39.01,2388.09,23.3188,47.55,8123.85,0.0013,8.4194,521.46
2020-03-01 09:55:00,38.81,2388.1,23.3061,47.6,8125.57,-0.0024,8.4029,521.34
2020-03-01 10:00:00,38.63,2388.04,23.422,47.44,8133.94,-0.0033,8.4263,521.3
2020-03-01 10:05:00,38.86,2388.12,23.2793,47.6,8131.81,0.0026,8.4256,520.92
2020-03-01 10:10:00,38.9,2388.17,23.292,47.41,8129.72,0.00255,8.4396,521.6
2020-03-01 10:15:00,38.8,2388.13,23.2341,47.55,8133.82,0.0025,8.4416,521.4
2020-03-01 10:20:00,38.68,2388.11,23.3039,47.63,8126.33,-0.0004,8.4079,521.57
2020-03-01 10:25:00,38.85,2388.08,23.2289,47.49,8130.94,0.0016,8.4378,521.35
2020-03-01 10:30:00,38.91,2388.1,23.2772,47.63,8133.0,-0.001,8.4626,521.655
2020-03-01 10:35:00,38.85,2388.16,23.2641,47.62,8132.08,-0.0006,8.4413,521.96
2020-03-01 10:40:00,38.78,2388.13,23.2656,47.61,8127.33,-0.0033,8.4681,522.02
2020-03-01 10:45:00,38.71,2388.07,23.3461,47.46,8125.29,-0.0007,8.3938,521.49
2020-03-01 10:50:00,38.73,2388.13,23.3435,47.7,8126.38,0.0002,8.4328,521.45
2020-03-01 10:55:00,38.53,2388.16,23.3186,47.56,8128.92,0.0032,8.4227,521.64
2020-03-01 11:00:00,38.95,2388.09,23.2521,47.57,8130.93,0.0032,8.4604,521.23
2020-03-01 11:05:00,38.68,2388.13,23.2833,47.75,8131.3,-0.0014,8.4293,521.52
2020-03-01 11:10:00,38.85,2388.12,23.2744,47.34,8129.34,-0.0017,8.4242,520.99
2020-03-01 11:15:00,38.76,2388.11,23.1699,47.43,8129.075000000001,0.003,8.4469,521.54
2020-03-01 11:20:00,38.87,2388.12,23.2593,47.89,8128.81,-0.0011,8.449,521.63
2020-03-01 11:25:00,39.0,2388.18,23.3664,47.4,8129.67,-0.0011,8.4208,521.57
2020-03-01 11:30:00,38.88,2388.15,23.3422,47.67,8124.97,-0.0014,8.4621,521.03
2020-03-01 11:35:00,38.82,2388.05,23.3704,47.51,8130.27,-0.0006,8.4397,521.27
2020-03-01 11:40:00,39.02,2388.16,23.2382,47.49,8120.93,-0.0023,8.4641,521.06
2020-03-01 11:45:00,38.71,2388.18,23.2816,47.59,8124.87,0.0026,8.4291,520.44
2020-03-01 11:50:00,38.79,2388.11,23.2305,47.52,8126.81,-0.0005,8.4419,520.98
2020-03-01 11:55:00,38.75,2388.17,23.18975,47.57,8125.47,0.0025,8.4601,521.11
2020-03-01 12:00:00,38.67,2388.15,23.149,47.6,8130.91,-0.0004,8.4644,521.13
2020-03-01 12:05:00,38.69,2388.12,23.3233,47.63,8129.19,0.0002,8.4312,521.13
2020-03-01 12:10:00,38.77,2388.12,23.2684,47.8,8126.13,0.0006000000000000001,8.4428,520.92
2020-03-01 12:15:00,38.77,2388.15,23.2498,47.49,8124.48,0.001,8.4276,521.08
2020-03-01 12:20:00,38.77,2388.15,23.229,47.83,8124.34,0.0025,8.4731,521.13
2020-03-01 12:25:00,38.68,2388.21,23.2082,47.6,8122.99,0.001,8.4726,520.5
2020-03-01 12:30:00,38.56,2388.22,23.2277,47.58,8127.21,-0.0019,8.4612,520.94
2020-03-01 12:35:00,38.77,2388.19,23.2369,47.72,8119.0,0.0009,8.4572,520.39
2020-03-01 12:40:00,38.78,2388.17,23.1719,47.74,8124.14,0.0011,8.4435,520.69
2020-03-01 12:45:00,38.82,2388.18,23.2366,47.73,8129.24,-0.0012,8.4794,520.72
2020-03-01 12:50:00,38.68,2388.17,23.2749,47.61,8120.41,-0.0033,8.4729,521.23
2020-03-01 12:55:00,38.77,2388.16,23.2791,47.58,8128.48,-0.002,8.4432,520.75
2020-03-01 13:00:00,38.67,2388.17,23.2354,47.72,8125.07,-0.0018,8.4328,520.94
2020-03-01 13:05:00,38.75,2388.22,23.2894,47.68,8126.33,-0.0023,8.4368,520.7950000000001
2020-03-01 13:10:00,38.76,2388.23,23.253,47.76,8127.61,-0.0006,8.4403,520.65
2020-03-01 13:15:00,38.52,2388.22,23.2817,47.84,8122.68,-0.0006,8.4404,520.47
2020-03-01 13:20:00,38.66,2388.18,23.2962,47.77,8126.97,0.0008,8.4405,520.47
2020-03-01 13:25:00,38.78,2388.2,23.1538,47.79,8123.77,-0.0005,8.5015,520.44
2020-03-01 13:30:00,38.65,2388.2,23.1419,47.89,8124.06,0.0003,8.5129,520.3
2020-03-01 13:35:00,38.62,2388.28,23.1761,47.7,8124.63,0.0005,8.4803,520.495
2020-03-01 13:40:00,38.59,2388.24,23.2129,47.89,8126.53,0.001,8.4922,520.69
2020-03-01 13:45:00,38.62,2388.22,23.145,47.86,8119.14,-0.0022,8.4663,520.59
2020-03-01 13:50:00,38.77,2388.205,23.3011,47.85,8122.41,0.0012,8.4632,520.49
2020-03-01 13:55:00,38.76,2388.19,23.277,47.84,8124.44,-0.0043,8.4925,520.78
2020-03-01 14:00:00,38.58,2388.18,23.187,47.88,8125.3,-0.0017,8.4767,520.44
2020-03-01 14:05:00,38.66,2388.26,23.1615,47.86,8121.76,-0.0017,8.49,520.23
2020-03-01 14:10:00,38.68,2388.22,23.2444,48.03,8124.87,0.0004,8.4922,519.85
2020-03-01 14:15:00,38.65,2388.26,23.1585,48.07,8120.08,-0.0014,8.4595,520.54
2020-03-01 14:20:00,38.59,2388.23,23.097099999999998,47.9,8121.64,-0.0032,8.5091,520.11
2020-03-01 14:25:00,38.57,2388.225,23.0357,48.0,8119.17,-0.0001,8.4476,520.22
2020-03-01 14:30:00,38.58,2388.22,23.1573,47.86,8125.76,0.0001,8.489,520.38
2020-03-01 14:35:00,38.72,2388.2,23.2491,47.84,8123.8,-0.002,8.4853,519.8
2020-03-01 14:40:00,38.63,2388.23,23.1673,48.03,8120.11,-0.0038,8.4779,520.24
2020-03-01 14:45:00,38.65,2388.2,23.177,48.0,8116.56,-0.0001,8.477,520.2
2020-03-01 14:50:00,38.77,2388.18,23.1888,48.02,8116.84,0.0023,8.4947,520.38
2020-03-01 14:55:00,38.86,2388.28,23.007,47.85,8122.57,-0.0024,8.4737,519.84
2020-03-01 15:00:00,38.34,2388.23,23.1652,48.1,8114.79,-0.0006,8.472,520.43
2020-03-01 15:05:00,38.43,2388.25,23.1787,47.98,8119.67,-0.001,8.5158,520.46
2020-03-01 15:10:00,38.56,2388.23,23.1302,48.03,8117.8,0.0001,8.5041,520.05
2020-03-01 15:15:00,38.43,2388.28,23.0146,48.07,8115.61,0.0004,8.5133,519.77
2020-03-01 15:20:00,38.51,2388.27,23.07,48.15,8119.53,0.0008,8.4984,519.82
2020-03-01 15:25:00,38.47,2388.25,23.0564,48.12,8123.45,0.0027,8.5227,520.08
2020-03-01 15:30:00,38.42,2388.28,23.0822,48.23,8115.67,-0.0047,8.5218,519.53
2020-03-01 15:35:00,38.51,2388.23,22.9588,48.0,8117.69,-0.0067,8.5207,519.79
2020-03-01 15:40:00,38.48,2388.33,23.1127,48.08,8117.51,-0.0006,8.5183,519.58
2020-03-01 15:45:00,38.49,2388.35,23.0675,48.33,8112.58,-0.0027,8.5223,520.04
2020-03-01 15:50:00,38.45,2388.3,23.1295,48.15,8114.61,0.0,8.5174,519.57
2020-03-01 15:55:00,38.48,2388.32,22.9649,48.25,8110.93,0.0009,8.5113,520.08
2020-03-01 16:00:00,38.94,2388.06,23.4585,46.93,8137.72,-0.0018,8.3905,522.33
2020-03-01 16:05:00,39.06,2387.98,23.4085,47.24,8131.09,0.0043,8.4167,522.7
2020-03-01 16:10:00,39.11,2387.99,23.425,47.22,8140.58,0.0018,8.3802,522.58
2020-03-01 16:15:00,39.13,2387.93,23.5027,47.1,8140.44,0.0035,8.4018,522.49
2020-03-01 16:20:00,39.18,2387.94,23.4234,47.25,8136.67,0.0005,8.3867,522.27
2020-03-01 16:25:00,39.15,2387.99,23.427,47.05,8133.65,-0.001,8.38,522.8
2020-03-01 16:30:00,39.1,2388.04,23.4718,47.1,8136.33,0.0001,8.3941,522.14
2020-03-01 16:35:00,39.11,2387.96,23.4381,47.2,8137.92,0.0015,8.3861,522.77
2020-03-01 16:40:00,39.06,2387.98,23.421666666666667,47.20333333333333,8145.29,0.0017,8.3868,522.4
2020-03-01 16:50:00,39.23,2388.03,23.3888,47.21,8135.85,0.0006,8.4188,522.2
2020-03-01 16:55:00,39.12,2387.97,23.4201,47.13,8136.49,0.0002,8.3925,522.2650000000001
2020-03-01 17:00:00,38.88,2387.99,23.4317,47.03,8140.61,0.0007,8.3742,522.33
2020-03-01 17:05:00,38.93,2387.98,23.4074,47.12,8140.09,-0.0024,8.3887,523.07
2020-03-01 17:10:00,38.94,2388.02,23.4311,47.17,8137.72,-0.0012,8.3704,521.96
2020-03-01 17:15:00,39.01,2387.95,23.4462,47.24,8133.45,-0.001,8.3805,522.49
2020-03-01 17:20:00,39.04,2388.08,23.5245,47.13,8134.78,0.0003,8.3714,522.71
2020-03-01 17:25:00,39.0,2388.0,23.4203,47.22,8136.145,0.0014,8.4053,522.92
2020-03-01 17:30:00,39.1,2387.98,23.4102,47.14,8137.51,0.0025,8.4035,522.38
2020-03-01 17:35:00,39.02,2387.94,23.3821,47.14,8139.83,0.0042,8.3698,522.54
2020-03-01 17:40:00,39.24,2388.01,23.5014,47.04,8136.57,-0.0023,8.3954,522.58
2020-03-01 17:45:00,38.98,2388.04,23.4241,47.17,8140.79,0.0024,8.3792,521.73
2020-03-01 17:50:00,39.1,2388.07,23.2867,47.21,8131.57,-0.0013,8.3937,522.26
2020-03-01 17:55:00,39.18,2387.97,23.3981,47.15,8136.16,-0.0019,8.3866,522.25
2020-03-01 18:00:00,38.99,2388.03,23.4883,47.19,8136.97,0.0063,8.3959,522.31
2020-03-01 18:05:00,38.96,2388.0,23.4691,47.12,8137.27,-0.0011,8.3472,522.8
2020-03-01 18:10:00,38.96,2388.06,23.4275,47.03,8137.73,0.0006,8.4077,522.11
2020-03-01 18:15:00,38.95,2387.93,23.4395,46.99,8136.55,0.0037,8.3734,522.68
2020-03-01 18:20:00,38.97,2388.02,23.4249,47.11,8140.77,-0.0032,8.37,522.26
2020-03-01 18:25:00,39.1,2388.0,23.3985,47.2,8136.63,0.0012,8.419,522.43
2020-03-01 18:30:00,39.17,2388.04,23.4154,47.05,8131.62,-0.0009,8.4393,522.17
2020-03-01 18:35:00,38.97,2387.98,23.4006,47.12,8138.76,0.0013,8.3783,522.54
2020-03-01 18:40:00,39.01,2387.99,23.4434,47.09,8133.62,-0.0032,8.4102,522.26
2020-03-01 18:45:00,38.87,2387.96,23.4571,47.22,8139.8,0.0042,8.4188,522.64
2020-03-01 18:50:00,39.06,2388.0,23.5283,47.25,8142.08,0.002,8.4164,522.0
2020-03-01 18:55:00,39.12,2388.0,23.3881,47.21,8142.06,0.0013,8.3709,522.32
2020-03-01 19:00:00,39.08,2388.02,23.4047,47.16,8136.08,0.005,8.3609,522.69
2020-03-01 19:05:00,39.09,2388.05,23.4191,47.22,8134.91,0.0013,8.4069,522.13
2020-03-01 19:10:00,39.02,2388.05,23.4489,47.2,8138.78,-0.0018,8.3755,522.79
2020-03-01 19:15:00,38.84,2388.01,23.4402,47.22,8137.16,0.0005,8.401,522.3
2020-03-01 19:20:00,38.94,2388.01,23.3071,47.26,8140.84,0.0015,8.3856,522.22
2020-03-01 19:25:00,39.08,2388.0,23.4631,47.14,8135.3,0.0016,8.3449,522.87
2020-03-01 19:30:00,38.92,2388.02,23.4966,47.08,8135.14,0.0027,8.4144,522.9
2020-03-01 19:35:00,39.03,2388.06,23.4546,47.22,8137.23,0.0003,8.4087,522.77
2020-03-01 19:40:00,38.99,2388.0,23.4284,47.17,8141.93,-0.0014,8.3847,522.27
2020-03-01 19:45:00,38.93,2388.05,23.5041,47.19,8140.52,0.0002,8.3994,522.08
2020-03-01 19:50:00,38.89,2388.0,23.3447,47.03,8136.97,0.0021,8.3756,522.73
2020-03-01 19:55:00,39.23,2387.98,23.4336,47.18,8134.97,0.0006,8.3821,522.41
2020-03-01 20:00:00,39.17,2387.99,23.4871,47.18,8136.715,-0.0006,8.4024,522.83
2020-03-01 20:05:00,39.1,2388.0,23.353,47.16,8138.46,-0.0002,8.4042,522.16
2020-03-01 20:10:00,38.9,2388.01,23.3239,47.03,8137.89,0.0008,8.3731,522.34
2020-03-01 20:15:00,39.08,2388.01,23.3668,47.09,8134.22,-0.001,8.4064,522.58
2020-03-01 20:20:00,38.95,2388.01,23.5307,46.98,8137.95,-0.0023,8.411,522.73
2020-03-01 20:30:00,39.11,2388.02,23.3779,47.18,8134.65,-0.0035,8.4077,522.7
2020-03-01 20:35:00,39.1,2388.01,23.3796,47.03,8139.72,-0.0035,8.393,522.1
2020-03-01 20:40:00,39.23,2387.96,23.4544,47.17,8136.88,-0.0003,8.4008,521.98
2020-03-01 20:45:00,39.15,2387.98,23.3861,47.3,8134.92,0.0,8.3731,522.24
2020-03-01 20:50:00,39.04,2388.0,23.4347,47.209999999999994,8136.9,0.0032,8.386700000000001,522.78
2020-03-01 20:55:00,39.11,2388.02,23.3928,47.12,8141.27,0.0014,8.4003,521.93
2020-03-01 21:00:00,39.04,2387.99,23.2745,47.09,8135.88,-0.0044,8.4006,522.69
2020-03-01 21:05:00,39.23,2387.98,23.4442,47.27,8135.86,-0.0017,8.4193,521.78
2020-03-01 21:10:00,38.98,2388.01,23.325,47.17,8134.72,-0.0014,8.3867,522.15
2020-03-01 21:15:00,39.07,2388.05,23.398,47.255,8136.88,0.0,8.4144,522.18
2020-03-01 21:20:00,38.92,2387.98,23.3455,47.34,8135.72,0.0008,8.4128,522.52
2020-03-01 21:25:00,39.0,2387.98,23.426,47.17,8138.89,0.0005,8.4121,522.65
2020-03-01 21:30:00,39.02,2388.0,23.3933,46.96,8138.81,-0.0036,8.3761,522.58
2020-03-01 21:35:00,38.97,2388.0,23.4076,47.16,8137.75,0.0008,8.4141,522.2
2020-03-01 21:40:00,39.09,2387.97,23.3783,47.33,8136.47,-0.0004,8.4116,522.21
2020-03-01 21:45:00,39.06,2387.98,23.3894,47.26,8134.06,0.0005,8.4118,522.17
2020-03-01 21:50:00,38.92,2387.94,23.317,47.24,8131.12,-0.0004,8.3993,522.02
2020-03-01 21:55:00,39.12,2388.02,23.4393,47.19,8136.69,-0.0007,8.4012,522.4
2020-03-01 22:00:00,38.94,2388.02,23.4567,47.15,8142.06,-0.0004,8.3896,522.95
2020-03-01 22:05:00,39.07,2388.03,23.4015,47.25,8138.8,-0.0013,8.3932,521.97
2020-03-01 22:10:00,38.99,2388.07,23.421,47.09,8133.37,0.0025,8.3944,522.54
2020-03-01 22:15:00,38.88,2388.07,23.4591,46.99,8136.29,-0.0037,8.3629,522.08
2020-03-01 22:20:00,39.01,2388.02,23.4969,46.95,8138.64,0.0003,8.4399,522.36
2020-03-01 22:25:00,38.96,2387.98,23.5367,47.12,8135.85,0.0004,8.4018,522.57
2020-03-01 22:30:00,39.15,2388.09,23.2873,47.23,8135.02,0.0021,8.3931,522.26
2020-03-01 22:35:00,38.95,2388.03,23.4198,47.2,8138.12,0.0027,8.3889,523.26
2020-03-01 22:40:00,39.08,2388.07,23.4685,47.25,8135.81,0.0006,8.4162,522.62
2020-03-01 22:45:00,39.17,2388.0,23.4491,47.19,8135.13,0.0035,8.3428,522.3
2020-03-01 22:50:00,39.0,2388.04,23.4056,47.13,8135.08,0.0,8.3997,523.13
2020-03-01 22:55:00,38.95,2387.92,23.4055,47.29,8138.11,-0.0037,8.394,522.75
2020-03-01 23:00:00,39.13,2387.96,23.4072,47.19,8137.66,0.0002,8.3954,522.63
2020-03-01 23:05:00,38.87,2388.01,23.4982,47.27,8138.02,0.0004,8.3958,522.26
2020-03-01 23:10:00,39.1,2387.96,23.2916,47.26,8140.14,0.0019,8.3952,522.59
