timestamp,Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Good/Bad
2020-03-01 04:10:00,1,51,-0.001,0.0003,100.0,518.67,14.7662,21.61,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393.0,2388.0,100.0,38.94,23.3651,0
2020-03-01 04:15:00,1,52,0.0018,-0.0001,100.0,518.67,14.62,21.61,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391.0,2388.0,100.0,39.0,23.3388,0
2020-03-01 04:20:00,1,53,0.0021,-0.0001,100.0,518.67,14.62,21.61,1.3,47.225,521.96,2388.06,8134.38,8.4418,0.03,392.0,2388.0,100.0,38.980000000000004,23.3775,0
2020-03-01 04:25:00,1,54,-0.0002,0.0005,100.0,518.67,14.62,21.61,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392.0,2388.0,100.0,38.96,23.2348,0
2020-03-01 04:30:00,1,55,0.0009,0.0,100.0,518.67,14.62,21.61,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392.0,2388.0,100.0,39.06,23.3567,0
2020-03-01 04:35:00,1,56,0.0007,-0.0002,100.0,518.67,14.62,21.61,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391.0,2388.0,100.0,38.68,23.3408,0
2020-03-01 04:40:00,1,57,-0.0033,0.0,100.0,518.67,14.62,21.61,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392.0,2388.0,100.0,38.84,23.3567,0
2020-03-01 04:45:00,1,58,-0.0014,0.0001,100.0,518.67,14.62,21.61,1.3,47.26,521.47,2388.04,8132.08,8.4319,0.03,390.0,2388.0,100.0,38.93,23.2893,0
2020-03-01 04:50:00,1,59,-0.0006,0.0002,100.0,518.67,14.62,21.61,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392.0,2388.0,100.0,38.92,23.4444,0
2020-03-01 04:55:00,1,60,-0.001,-0.0002,100.0,518.67,14.62,21.61,1.3,47.41,522.49,2388.03,8132.89,8.3878,0.03,393.0,2388.0,100.0,38.89,23.387,0
2020-03-01 05:00:00,1,61,0.0004,0.0005,100.0,518.67,14.62,21.61,1.3,47.31,522.34,2388.09,8131.66,8.4264,0.03,391.0,2388.0,100.0,38.89,23.3638,0
2020-03-01 05:05:00,1,62,0.0004,0.0001,100.0,518.67,14.62,21.61,1.3,47.28,522.19,2388.1,8132.28,8.4071,0.03,391.0,2388.0,100.0,39.03,23.2707,0
2020-03-01 05:10:00,1,63,0.0015,0.0002,100.0,518.67,14.62,21.61,1.3,47.51,521.56,2388.01,8130.73,8.4357,0.03,394.0,2388.0,100.0,38.77,23.3436,0
2020-03-01 05:15:00,1,64,0.0017,0.0002,100.0,518.67,14.62,21.61,1.3,47.45,521.82,2388.04,8128.15,8.4066,0.03,391.0,2388.0,100.0,38.93,23.384,0
2020-03-01 05:20:00,1,65,0.0,0.0005,100.0,518.67,14.7662,21.61,1.3,47.56,521.54,2388.13,8132.94,8.4406,0.03,392.0,2388.0,100.0,38.9,23.3752,0
2020-03-01 05:25:00,1,Missing,-0.0007,-0.0004,100.0,518.67,14.7662,21.61,1.3,47.14,522.0899999999999,2388.05,8128.32,8.3911,0.03,391.0,2388.0,100.0,38.95,23.3152,0
2020-03-01 05:30:00,1,67,0.0016,-0.0004,100.0,518.67,14.62,21.61,1.3,47.39,522.64,2388.08,8134.07,8.3925,0.03,393.0,2388.0,100.0,38.97,23.291,0
2020-03-01 05:35:00,1,68,-0.0018,0.0,100.0,518.67,14.62,21.61,1.3,47.36,521.72,2388.07,8132.39,8.4242,0.03,392.0,2388.0,101.0,38.95,23.3174,0
2020-03-01 05:40:00,1,69,-0.0022,0.0005,100.0,518.67,14.62,21.61,1.3,47.41,522.22,2388.1,8129.13,8.4292,0.03,392.0,2388.0,100.0,39.0,23.3742,0
2020-03-01 05:45:00,1,70,-0.0005,0.0002,100.0,518.67,14.62,21.61,1.3,47.41,521.93,2388.12,8130.36,8.4279,0.03,392.0,2388.0,100.0,38.86,23.4513,0
2020-03-01 05:50:00,1,71,0.0016,-0.0003,100.0,518.67,14.62,21.61,1.3,47.3,521.72,2388.09,8134.28,8.423,0.03,391.0,2388.0,100.0,38.8,23.3881,0
2020-03-01 05:55:00,1,72,-0.0017,0.0001,100.0,518.67,14.62,21.61,1.3,47.27,521.97,2388.09,8133.95,8.3951,0.03,391.0,2388.0,100.0,38.84,23.3085,0
2020-03-01 06:00:00,1,73,-0.0012,-0.0002,100.0,518.67,14.62,21.61,1.3,47.29,522.04,2388.1,8129.85,8.404,0.03,391.0,2388.0,100.0,39.03,23.3975,0
2020-03-01 06:05:00,1,74,0.0027,0.0001,100.0,518.67,14.62,21.61,1.3130000000000002,47.58,522.25,2387.97,8132.67,8.4135,0.03,392.0,2388.0,100.0,38.8,23.382,0
2020-03-01 06:10:00,1,75,0.0009,-0.0004,100.0,518.67,14.62,21.61,1.3,47.22,521.77,2388.11,8130.13,8.4621,0.03,392.0,2388.0,100.0,38.89,23.3521,0
2020-03-01 06:15:00,1,76,-0.0015,0.0002,100.0,518.67,14.62,21.61,1.3,47.44,521.58,2388.03,8136.44,8.3996,0.03,396.93,2388.0,100.0,39.02,23.4428,0
2020-03-01 06:20:00,1,77,0.0012499999999999998,0.0004,100.0,518.67,14.62,21.61,1.3,47.41,521.6,2388.08,8135.25,8.453,0.03,393.0,2388.0,100.0,38.99,23.275,0
2020-03-01 06:25:00,1,78,0.004,0.0002,100.0,518.67,14.62,21.61,1.3,47.4,522.28,2388.16,8133.91,8.3793,0.03,392.0,2388.0,100.0,38.88,23.3486,0
2020-03-01 06:30:00,1,79,0.0022,-0.0002,100.0,518.67,14.62,21.61,1.3,47.35,521.85,2388.13,8135.4,8.4132,0.03,394.0,2388.0,100.0,38.9,23.3121,0
2020-03-01 06:35:00,1,80,-0.0002,-0.0004,100.0,523.8566999999999,14.62,21.61,1.3,47.64,521.52,2388.1,8134.66,8.4235,0.03,392.0,2388.0,100.0,38.89,23.3613,0
2020-03-01 06:40:00,1,81,-0.0018,-0.0004,101.0,523.8566999999999,14.62,21.61,1.3,47.43,521.66,2388.05,8128.87,8.4247,0.03,392.0,2388.0,100.0,38.77,23.373,0
2020-03-01 06:45:00,1,82,-0.0012,0.0001,100.0,518.67,14.62,21.61,1.3,47.25,521.95,2388.03,8134.04,8.3986,0.03,396.93,2388.0,100.0,38.89,23.2713,0
2020-03-01 06:50:00,1,83,0.0004,0.0005,100.0,518.67,14.62,21.61,1.3,47.22,521.93,2388.05,8132.79,8.4128,0.03,391.0,2388.0,101.0,38.8,23.3274,0
2020-03-01 06:55:00,1,84,0.0005,0.0002,100.0,518.67,14.62,21.61,1.3,47.38,521.54,2388.06,8131.54,8.4139,0.03,392.0,2388.0,100.0,38.73,23.2653,0
2020-03-01 07:00:00,1,85,0.0025,0.0003,100.0,518.67,14.62,21.61,1.3,47.36,522.3,2388.05,8135.31,8.4499,0.03,392.0,2388.0,100.0,39.01,23.284,0
2020-03-01 07:05:00,1,86,-0.0012,0.0004,100.0,518.67,14.62,21.61,1.3,47.38,521.82,2388.09,8130.06,8.4173,0.03,394.0,2388.0,100.0,38.94,23.3945,0
2020-03-01 07:15:00,1,88,0.0029,0.0003,100.0,518.67,14.62,21.61,1.3,47.46,522.2,2388.04,8131.47,8.4586,0.03,392.0,2388.0,100.0,38.9,23.3086,0
2020-03-01 07:21:00,1,89,0.0008,-0.0001,101.0,518.67,14.62,21.61,1.3,47.46,521.55,2388.08,8135.15,8.4489,0.03,392.0,2388.0,100.0,38.95,23.3288,0
2020-03-01 07:25:00,1,90,0.0017,-0.0001,100.0,518.67,14.62,21.61,1.3,47.32,521.49,2388.088888888889,8129.72,8.3961,0.03,391.0,2388.0,100.0,38.98,23.4712,0
2020-03-01 07:30:00,1,91,0.0025,-0.0004,100.0,518.67,14.62,21.61,1.3,47.32,521.680909090909,2388.1,8134.4,8.3949,0.03,394.0,2388.0,100.0,39.11,23.3842,0
2020-03-01 07:36:00,1,92,0.001,-0.0002,100.0,518.67,14.62,21.61,1.3,47.45,521.91,2388.05,8131.39,8.3982,0.03,392.0,2388.0,100.0,38.96,23.3522,0
2020-03-01 07:40:00,1,93,0.0032,0.0002,100.0,518.67,14.62,21.61,1.3,47.46,521.43,2388.08,8133.15,8.421,0.03,392.0,2388.0,100.0,38.86,23.2477,0
2020-03-01 07:45:00,1,94,-0.0021,0.0002,100.0,518.67,14.62,21.61,1.3,47.48,521.61,2388.07,8132.4,8.4524,0.03,393.0,2388.0,100.0,38.85,23.3758,0
2020-03-01 07:50:00,1,95,0.0019,0.0003,100.0,518.67,14.62,21.61,1.3,47.38,521.92,2388.02,8131.63,8.44175,0.03,394.0,2388.0,100.0,38.76,23.3269,0
2020-03-01 07:55:00,1,96,-0.0034,0.0001,100.0,518.67,14.62,21.61,1.3,47.39,521.66,2388.06,8130.69,8.4311,0.03,392.0,2388.0,100.0,38.88,23.3255,0
2020-03-01 08:00:00,1,97,0.0035,-0.0003,100.0,518.67,14.62,21.61,1.3,47.46,521.67,2388.06,8128.74,8.4105,0.03,392.0,2388.0,100.0,39.01,23.2963,0
2020-03-01 08:05:00,1,98,0.0006,0.0004,100.0,518.67,14.62,21.61,1.3,47.37,522.31,2388.06,8127.89,8.4012,0.03,391.0,2388.0,100.0,38.96,23.2554,0
2020-03-01 08:10:00,1,99,-0.0005,0.0,100.0,518.67,14.62,21.61,1.3,47.4,521.42,2388.1,8131.77,8.4481,0.03,393.0,2388.0,100.0,38.82,23.2323,0
2020-03-01 08:15:00,1,100,-0.0021,-0.0003,100.0,518.67,14.62,21.61,1.3,47.64,521.55,2388.08,8132.49,8.4241,0.03,392.0,2388.0,100.0,38.93,23.409,0
2020-03-01 08:20:00,1,101,0.0012,0.0003,100.0,518.67,14.62,21.61,1.3,47.62,521.89,2388.08,8125.97,8.4353,0.03,391.0,2388.0,100.0,38.75,23.4149,0
2020-03-01 08:25:00,1,start,0.0017,0.0005,100.0,518.67,14.62,21.61,1.3,47.49,521.38,2388.05,8130.4,8.4561,0.03,393.0,2388.0,100.0,38.94,23.3653,0
2020-03-01 08:30:00,1,103,-0.0013,0.0001,100.0,518.67,14.62,21.61,1.3,47.57,521.41,2388.1,8124.4,8.4263,0.03,392.0,2388.0,100.0,38.69,23.4289,0
2020-03-01 08:35:00,1,104,-0.0001,0.0001,100.0,518.67,14.62,21.61,1.3,47.34,522.38,2388.09,8131.89,8.4021,0.03,392.0,2388.0,100.0,38.96,23.3393,0
2020-03-01 08:40:00,1,105,0.0024,0.0004,100.0,518.67,14.62,21.61,1.3,47.31,521.81,2388.08,8129.135,8.4326,0.03,393.0,2388.0,100.0,38.77,23.3857,0
2020-03-01 08:45:00,1,106,0.0,0.0001,100.0,518.67,14.62,21.61,1.3,47.44,521.51,2388.09,8126.38,8.4664,0.03,392.0,2388.0,100.0,39.08,23.4148,0
2020-03-01 08:50:00,1,107,-0.0012,-0.0001,100.0,518.67,14.62,21.61,1.3,47.35,521.75,2388.07,8132.4,8.4241,0.03,396.0,2388.0,100.0,39.01,23.4086,0
2020-03-01 08:55:00,1,108,0.0008,0.0001,100.0,518.67,14.62,21.61,1.3,47.61,521.52,2388.03,8131.52,8.4133,0.03,393.0,2388.0,100.0,38.75,23.3032,0
2020-03-01 09:00:00,1,109,-0.0011,-0.0003,100.0,518.67,14.62,21.61,1.3,47.58,521.62,2388.11,8130.97,8.3757,0.03,394.0,2388.0,100.0,39.05,23.3561,0
2020-03-01 09:05:00,1,110,0.0,0.0004,100.0,518.67,14.7662,21.61,1.3,47.55,522.01,2388.12,8127.16,8.4638,0.03,393.0,2388.0,100.0,39.06,23.2951,0
2020-03-01 09:10:00,1,111,0.0008,0.0004,100.0,518.67,14.62,21.61,1.3,47.62,521.53,2388.14,8132.4,8.4447,0.03,392.0,2388.0,100.0,38.92,23.2135,0
2020-03-01 09:15:00,start,112,0.0005,0.0003,100.0,518.67,14.62,21.61,1.3,47.22,521.9,2388.08,8131.52,8.4445,0.03,394.0,2388.0,100.0,38.84,23.3207,0
2020-03-01 09:20:00,1,113,0.0007,0.0001,100.0,518.67,14.62,21.61,1.3,47.46,521.75,2388.16,8129.32,8.458,0.03,393.0,2388.0,100.0,38.9,23.3101,0
2020-03-01 09:25:00,1,114,0.0003,0.0004,100.0,518.67,14.62,21.61,1.3,47.58,521.68,2388.15,8128.46,8.429,0.03,394.0,2388.0,100.0,38.89,23.3754,0
2020-03-01 09:30:00,1,115,-0.0017,0.0005,100.0,518.67,14.62,21.61,1.3,47.43,521.36,2388.12,8127.6,8.4345,0.03,393.0,2388.0,100.0,38.93,23.3022,0
2020-03-01 09:35:00,1,116,-0.002,-0.0003,100.0,518.67,14.62,21.61,1.3,47.43,521.6,2388.05,8134.46,8.4059,0.03,394.0,2388.0,100.0,39.03,23.3512,0
2020-03-01 09:40:00,1,117,0.0005,0.0004,100.0,518.67,14.62,21.61,1.3,47.52,521.22,2388.1,8126.12,8.4256,0.03,391.0,2388.0,100.0,38.73,23.1766,0
2020-03-01 09:45:00,1,118,-0.0006,-0.000303,100.0,518.67,14.62,21.61,1.3,47.55,521.31,2388.12,8135.21,8.4197,0.03,393.0,2388.0,100.0,38.88,23.2966,0
2020-03-01 09:50:00,1,119,0.0013,0.0005,100.0,518.67,14.62,21.61,1.3,47.55,521.46,2388.09,8123.85,8.4194,0.03,394.0,2411.88,100.0,39.01,23.3188,0
2020-03-01 09:55:00,1,120,-0.0024,0.0005,100.0,518.67,14.62,21.61,1.3,47.6,521.34,2388.1,8125.57,8.4029,0.03,393.0,2388.0,100.0,38.81,23.3061,0
2020-03-01 10:00:00,1,121,-0.0033,0.0004,100.0,518.67,14.62,21.61,1.3,47.44,521.3,2388.04,8133.94,8.4263,0.03,394.0,2388.0,100.0,38.63,23.422,0
2020-03-01 10:05:00,1,122,0.0026,-0.0001,100.0,518.67,14.62,21.61,1.3,47.6,520.92,2388.12,8131.81,8.4256,0.03,393.0,2388.0,100.0,38.86,23.2793,0
2020-03-01 10:10:00,1,123,0.00255,-0.0002,100.0,518.67,14.62,21.61,1.3,47.41,521.6,2388.17,8129.72,8.4396,0.03,392.0,2388.0,100.0,38.9,23.292,0
2020-03-01 10:15:00,1,124,0.0025,0.0002,100.0,518.67,14.62,21.61,1.3,47.55,521.4,2388.13,8133.82,8.4416,0.03,393.0,2388.0,100.0,38.8,23.2341,0
2020-03-01 10:20:00,1,125,-0.0004,0.0005,100.0,518.67,14.62,21.61,1.3,47.63,521.57,2388.11,8126.33,8.4079,0.03,394.0,2388.0,100.0,38.68,23.3039,0
2020-03-01 10:25:00,1,126,0.0016,0.0001,100.0,518.67,14.62,21.61,1.3,47.49,521.35,2388.08,8130.94,8.4378,0.03,392.0,2388.0,100.0,38.85,23.2289,0
2020-03-01 10:30:00,1,127,-0.001,0.0002,100.0,518.67,14.62,21.61,1.3,47.63,521.655,2388.1,8133.0,8.4626,0.03,393.0,2388.0,100.0,38.91,23.2772,0
2020-03-01 10:35:00,1,128,-0.0006,0.0003,100.0,518.67,14.62,21.61,1.3,47.62,521.96,2388.16,8132.08,8.4413,0.03,393.0,2388.0,100.0,38.85,23.2641,0
2020-03-01 10:40:00,1,129,-0.0033,0.0003,100.0,518.67,14.62,21.61,1.3,47.61,522.02,2388.13,8127.33,8.4681,0.03,393.0,2388.0,100.0,38.78,23.2656,0
2020-03-01 10:45:00,1,130,-0.0007,0.0002,100.0,518.67,14.62,21.61,1.3,47.46,521.49,2388.07,8125.29,8.3938,0.03,394.0,2388.0,100.0,38.71,23.3461,0
2020-03-01 10:50:00,1,131,0.0002,-0.0001,100.0,523.8566999999999,14.7662,21.61,1.3,47.7,521.45,2388.13,8126.38,8.4328,0.03,391.0,2388.0,100.0,38.73,23.3435,0
2020-03-01 10:55:00,1,132,0.0032,-0.0001,100.0,518.67,14.62,21.61,1.3,47.56,521.64,2388.16,8128.92,8.4227,0.03,393.0,2388.0,100.0,38.53,23.3186,0
2020-03-01 11:00:00,1,133,0.0032,-0.0002,100.0,518.67,14.62,21.61,1.3,47.57,521.23,2388.09,8130.93,8.4604,0.03,394.0,2388.0,100.0,38.95,23.2521,0
2020-03-01 11:05:00,1,134,-0.0014,0.0,100.0,518.67,14.62,21.61,1.3,47.75,521.52,2388.13,8131.3,8.4293,0.03,393.0,2388.0,100.0,38.68,23.2833,0
2020-03-01 11:10:00,1,135,-0.0017,0.0001,100.0,518.67,14.62,21.61,1.3,47.34,520.99,2388.12,8129.34,8.4242,0.03,392.0,2388.0,100.0,38.85,23.2744,0
2020-03-01 11:15:00,1,136,0.003,-0.0001,100.0,518.67,14.62,21.61,1.3,47.43,521.54,2388.11,8129.075000000001,8.4469,0.03,393.0,2388.0,100.0,38.76,23.1699,0
2020-03-01 11:20:00,1,137,-0.0011,0.0,100.0,518.67,14.62,21.61,1.3,47.89,521.63,2388.12,8128.81,8.449,0.03,394.0,2388.0,100.0,38.87,23.2593,0
2020-03-01 11:25:00,1,138,-0.0011,0.0001,100.0,518.67,14.62,21.61,1.3,47.4,521.57,2388.18,8129.67,8.4208,0.03,392.0,2388.0,100.0,39.0,23.3664,0
2020-03-01 11:30:00,1,139,-0.0014,0.0005,100.0,518.67,14.62,21.61,1.3,47.67,521.03,2388.15,8124.97,8.4621,0.03,394.0,2388.0,100.0,38.88,23.3422,0
2020-03-01 11:35:00,1,140,-0.0006,-0.0001,100.0,518.67,14.62,21.61,1.3,47.51,521.27,2388.05,8130.27,8.4397,0.03,393.0,2388.0,100.0,38.82,23.3704,0
