timestamp,B_18,B_2,B_19,B_16,Good/Bad,390.0,391.0,392.0,393.0,394.0,395.0,396.0,396.93,397.0,imputed
2020-03-01 04:15:00,8132.82,0.0018,8.4539,522.1,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 04:20:00,8134.38,0.0021,8.4418,521.96,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 04:25:00,8129.95,-0.0002,8.4189,522.44,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 04:30:00,8134.1,0.0009,8.4071,522.11,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 04:35:00,8135.4,0.0007,8.4022,522.48,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 04:40:00,8135.48,-0.0033,8.4263,521.62,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 04:45:00,8132.08,-0.0014,8.4319,521.47,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 04:50:00,8128.81,-0.0006,8.4476,521.32,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 04:55:00,8132.89,-0.001,8.3878,522.49,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 05:00:00,8131.66,0.0004,8.4264,522.34,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 05:05:00,8132.28,0.0004,8.4071,522.19,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 05:10:00,8130.73,0.0015,8.4357,521.56,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 05:15:00,8128.15,0.0017,8.4066,521.82,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 05:20:00,8132.94,0.0,8.4406,521.54,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 05:25:00,8128.32,-0.0007,8.3911,522.0899999999999,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 05:30:00,8134.07,0.0016,8.3925,522.64,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 05:35:00,8132.39,-0.0018,8.4242,521.72,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 05:40:00,8129.13,-0.0022,8.4292,522.22,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 05:45:00,8130.36,-0.0005,8.4279,521.93,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 05:50:00,8134.28,0.0016,8.423,521.72,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 05:55:00,8133.95,-0.0017,8.3951,521.97,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 06:00:00,8129.85,-0.0012,8.404,522.04,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 06:05:00,8132.67,0.0027,8.4135,522.25,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 06:10:00,8130.13,0.0009,8.4621,521.77,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 06:15:00,8136.44,-0.0015,8.3996,521.58,0,0,0,0,0,0,0,0,1,0,0
2020-03-01 06:20:00,8135.25,0.0012499999999999,8.453,521.6,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 06:25:00,8133.91,0.004,8.3793,522.28,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 06:30:00,8135.4,0.0022,8.4132,521.85,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 06:35:00,8134.66,-0.0002,8.4235,521.52,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 06:40:00,8128.87,-0.0018,8.4247,521.66,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 06:45:00,8134.04,-0.0012,8.3986,521.95,0,0,0,0,0,0,0,0,1,0,0
2020-03-01 06:50:00,8132.79,0.0004,8.4128,521.93,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 06:55:00,8131.54,0.0005,8.4139,521.54,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 07:00:00,8135.31,0.0025,8.4499,522.3,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 07:05:00,8130.06,-0.0012,8.4173,521.82,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 07:15:00,8131.47,0.0029,8.4586,522.2,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 07:21:00,8135.15,0.0008,8.4489,521.55,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 07:25:00,8129.72,0.0017,8.3961,521.49,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 07:30:00,8134.4,0.0025,8.3949,521.680909090909,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 07:36:00,8131.39,0.001,8.3982,521.91,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 07:40:00,8133.15,0.0032,8.421,521.43,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 07:45:00,8132.4,-0.0021,8.4524,521.61,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 07:50:00,8131.63,0.0019,8.44175,521.92,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 07:55:00,8130.69,-0.0034,8.4311,521.66,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 08:00:00,8128.74,0.0035,8.4105,521.67,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 08:05:00,8127.89,0.0006,8.4012,522.31,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 08:10:00,8131.77,-0.0005,8.4481,521.42,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 08:15:00,8132.49,-0.0021,8.4241,521.55,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 08:20:00,8125.97,0.0012,8.4353,521.89,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 08:25:00,8130.4,0.0017,8.4561,521.38,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 08:30:00,8124.4,-0.0013,8.4263,521.41,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 08:35:00,8131.89,-0.0001,8.4021,522.38,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 08:40:00,8129.135,0.0024,8.4326,521.81,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 08:45:00,8126.38,0.0,8.4664,521.51,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 08:50:00,8132.4,-0.0012,8.4241,521.75,0,0,0,0,0,0,0,1,0,0,0
2020-03-01 08:55:00,8131.52,0.0008,8.4133,521.52,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 09:00:00,8130.97,-0.0011,8.3757,521.62,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 09:05:00,8127.16,0.0,8.4638,522.01,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 09:10:00,8132.4,0.0008,8.4447,521.53,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 09:15:00,8131.52,0.0005,8.4445,521.9,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 09:20:00,8129.32,0.0007,8.458,521.75,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 09:25:00,8128.46,0.0003,8.429,521.68,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 09:30:00,8127.6,-0.0017,8.4345,521.36,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 09:35:00,8134.46,-0.002,8.4059,521.6,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 09:40:00,8126.12,0.0005,8.4256,521.22,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 09:45:00,8135.21,-0.0006,8.4197,521.31,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 09:50:00,8123.85,0.0013,8.4194,521.46,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 09:55:00,8125.57,-0.0024,8.4029,521.34,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 10:00:00,8133.94,-0.0033,8.4263,521.3,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 10:05:00,8131.81,0.0026,8.4256,520.92,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 10:10:00,8129.72,0.00255,8.4396,521.6,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 10:15:00,8133.82,0.0025,8.4416,521.4,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 10:20:00,8126.33,-0.0004,8.4079,521.57,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 10:25:00,8130.94,0.0016,8.4378,521.35,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 10:30:00,8133.0,-0.001,8.4626,521.655,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 10:35:00,8132.08,-0.0006,8.4413,521.96,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 10:40:00,8127.33,-0.0033,8.4681,522.02,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 10:45:00,8125.29,-0.0007,8.3938,521.49,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 10:50:00,8126.38,0.0002,8.4328,521.45,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 10:55:00,8128.92,0.0032,8.4227,521.64,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 11:00:00,8130.93,0.0032,8.4604,521.23,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 11:05:00,8131.3,-0.0014,8.4293,521.52,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 11:10:00,8129.34,-0.0017,8.4242,520.99,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 11:15:00,8129.075000000001,0.003,8.4469,521.54,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 11:20:00,8128.81,-0.0011,8.449,521.63,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 11:25:00,8129.67,-0.0011,8.4208,521.57,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 11:30:00,8124.97,-0.0014,8.4621,521.03,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 11:35:00,8130.27,-0.0006,8.4397,521.27,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 11:40:00,8120.93,-0.0023,8.4641,521.06,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 11:45:00,8124.87,0.0026,8.4291,520.44,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 11:50:00,8126.81,-0.0005,8.4419,520.98,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 11:55:00,8125.47,0.0025,8.4601,521.11,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 12:00:00,8130.91,-0.0004,8.4644,521.13,0,0,0,0,0,0,1,0,0,0,0
2020-03-01 12:05:00,8129.19,0.0002,8.4312,521.13,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 12:10:00,8126.13,0.0006,8.4428,520.92,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 12:15:00,8124.48,0.001,8.4276,521.08,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 12:20:00,8124.34,0.0025,8.4731,521.13,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 12:25:00,8122.99,0.001,8.4726,520.5,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 12:30:00,8127.21,-0.0019,8.4612,520.94,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 12:35:00,8119.0,0.0009,8.4572,520.39,0,0,0,0,0,0,1,0,0,0,0
2020-03-01 12:40:00,8124.14,0.0011,8.4435,520.69,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 12:45:00,8129.24,-0.0012,8.4794,520.72,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 12:50:00,8120.41,-0.0033,8.4729,521.23,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 12:55:00,8128.48,-0.002,8.4432,520.75,0,0,0,0,0,0,0,0,1,0,0
2020-03-01 13:00:00,8125.07,-0.0018,8.4328,520.94,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 13:05:00,8126.33,-0.0023,8.4368,520.7950000000001,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 13:10:00,8127.61,-0.0006,8.4403,520.65,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 13:15:00,8122.68,-0.0006,8.4404,520.47,0,0,0,0,0,0,0,1,0,0,0
2020-03-01 13:20:00,8126.97,0.0008,8.4405,520.47,0,0,0,0,0,1,0,0,0,0,0
2020-03-01 13:25:00,8123.77,-0.0005,8.5015,520.44,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 13:30:00,8124.06,0.0003,8.5129,520.3,1,0,0,0,1,0,0,0,0,0,0
2020-03-01 13:35:00,8124.63,0.0005,8.4803,520.495,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 13:40:00,8126.53,0.001,8.4922,520.69,1,0,0,0,1,0,0,0,0,0,0
2020-03-01 13:45:00,8119.14,-0.0022,8.4663,520.59,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 13:50:00,8122.41,0.0012,8.4632,520.49,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 13:55:00,8124.44,-0.0043,8.4925,520.78,1,0,0,0,1,0,0,0,0,0,0
2020-03-01 14:00:00,8125.3,-0.0017,8.4767,520.44,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 14:05:00,8121.76,-0.0017,8.49,520.23,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 14:10:00,8124.87,0.0004,8.4922,519.85,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 14:15:00,8120.08,-0.0014,8.4595,520.54,1,0,0,0,1,0,0,0,0,0,0
2020-03-01 14:20:00,8121.64,-0.0032,8.5091,520.11,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 14:25:00,8119.17,-0.0001,8.4476,520.22,1,0,0,0,1,0,0,0,0,0,0
2020-03-01 14:30:00,8125.76,0.0001,8.489,520.38,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 14:35:00,8123.8,-0.002,8.4853,519.8,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 14:40:00,8120.11,-0.0038,8.4779,520.24,1,0,0,0,0,0,0,1,0,0,0
2020-03-01 14:45:00,8116.56,-0.0001,8.477,520.2,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 14:50:00,8116.84,0.0023,8.4947,520.38,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 14:55:00,8122.57,-0.0024,8.4737,519.84,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 15:00:00,8114.79,-0.0006,8.472,520.43,1,0,0,0,0,0,0,0,0,1,0
2020-03-01 15:05:00,8119.67,-0.001,8.5158,520.46,1,0,0,0,0,0,0,0,0,1,0
2020-03-01 15:10:00,8117.8,0.0001,8.5041,520.05,1,0,0,0,0,0,0,1,0,0,0
2020-03-01 15:15:00,8115.61,0.0004,8.5133,519.77,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 15:20:00,8119.53,0.0008,8.4984,519.82,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 15:25:00,8123.45,0.0027,8.5227,520.08,1,0,0,0,0,0,0,0,0,1,0
2020-03-01 15:30:00,8115.67,-0.0047,8.5218,519.53,1,0,0,0,0,0,0,1,0,0,0
2020-03-01 15:35:00,8117.69,-0.0067,8.5207,519.79,1,0,0,0,0,0,0,1,0,0,0
2020-03-01 15:40:00,8117.51,-0.0006,8.5183,519.58,1,0,0,0,0,0,1,0,0,0,0
2020-03-01 15:45:00,8112.58,-0.0027,8.5223,520.04,1,0,0,0,0,0,0,0,0,0,1
2020-03-01 15:50:00,8114.61,0.0,8.5174,519.57,1,0,0,0,0,1,0,0,0,0,0
2020-03-01 15:55:00,8110.93,0.0009,8.5113,520.08,1,0,0,0,0,0,0,1,0,0,0
2020-03-01 16:00:00,8137.72,-0.0018,8.3905,522.33,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 16:05:00,8131.09,0.0043,8.4167,522.7,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 16:10:00,8140.58,0.0018,8.3802,522.58,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 16:15:00,8140.44,0.0035,8.4018,522.49,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 16:20:00,8136.67,0.0005,8.3867,522.27,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 16:25:00,8133.65,-0.001,8.38,522.8,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 16:30:00,8136.33,0.0001,8.3941,522.14,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 16:35:00,8137.92,0.0015,8.3861,522.77,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 16:40:00,8145.29,0.0017,8.3868,522.4,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 16:50:00,8135.85,0.0006,8.4188,522.2,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 16:55:00,8136.49,0.0002,8.3925,522.2650000000001,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 17:00:00,8140.61,0.0007,8.3742,522.33,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:05:00,8140.09,-0.0024,8.3887,523.07,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:10:00,8137.72,-0.0012,8.3704,521.96,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 17:15:00,8133.45,-0.001,8.3805,522.49,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 17:20:00,8134.78,0.0003,8.3714,522.71,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:25:00,8136.145,0.0014,8.4053,522.92,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:30:00,8137.51,0.0025,8.4035,522.38,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 17:35:00,8139.83,0.0042,8.3698,522.54,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:40:00,8136.57,-0.0023,8.3954,522.58,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:45:00,8140.79,0.0024,8.3792,521.73,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 17:50:00,8131.57,-0.0013,8.3937,522.26,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 17:55:00,8136.16,-0.0019,8.3866,522.25,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 18:00:00,8136.97,0.0063,8.3959,522.31,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 18:05:00,8137.27,-0.0011,8.3472,522.8,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 18:10:00,8137.73,0.0006,8.4077,522.11,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 18:15:00,8136.55,0.0037,8.3734,522.68,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 18:20:00,8140.77,-0.0032,8.37,522.26,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 18:25:00,8136.63,0.0012,8.419,522.43,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 18:30:00,8131.62,-0.0009,8.4393,522.17,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 18:35:00,8138.76,0.0013,8.3783,522.54,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 18:40:00,8133.62,-0.0032,8.4102,522.26,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 18:45:00,8139.8,0.0042,8.4188,522.64,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 18:50:00,8142.08,0.002,8.4164,522.0,0,0,0,0,0,0,0,0,1,0,0
2020-03-01 18:55:00,8142.06,0.0013,8.3709,522.32,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 19:00:00,8136.08,0.005,8.3609,522.69,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 19:05:00,8134.91,0.0013,8.4069,522.13,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 19:10:00,8138.78,-0.0018,8.3755,522.79,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 19:15:00,8137.16,0.0005,8.401,522.3,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 19:20:00,8140.84,0.0015,8.3856,522.22,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 19:25:00,8135.3,0.0016,8.3449,522.87,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 19:30:00,8135.14,0.0027,8.4144,522.9,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 19:35:00,8137.23,0.0003,8.4087,522.77,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 19:40:00,8141.93,-0.0014,8.3847,522.27,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 19:45:00,8140.52,0.0002,8.3994,522.08,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 19:50:00,8136.97,0.0021,8.3756,522.73,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 19:55:00,8134.97,0.0006,8.3821,522.41,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 20:00:00,8136.715,-0.0006,8.4024,522.83,0,1,0,0,0,0,0,0,0,0,0
2020-03-01 20:05:00,8138.46,-0.0002,8.4042,522.16,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 20:10:00,8137.89,0.0008,8.3731,522.34,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 20:15:00,8134.22,-0.001,8.4064,522.58,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 20:20:00,8137.95,-0.0023,8.411,522.73,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 20:30:00,8134.65,-0.0035,8.4077,522.7,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 20:35:00,8139.72,-0.0035,8.393,522.1,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 20:40:00,8136.88,-0.0003,8.4008,521.98,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 20:45:00,8134.92,0.0,8.3731,522.24,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 20:50:00,8136.9,0.0032,8.386700000000001,522.78,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 20:55:00,8141.27,0.0014,8.4003,521.93,0,0,0,0,1,0,0,0,0,0,0
2020-03-01 21:00:00,8135.88,-0.0044,8.4006,522.69,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 21:05:00,8135.86,-0.0017,8.4193,521.78,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 21:10:00,8134.72,-0.0014,8.3867,522.15,0,0,0,1,0,0,0,0,0,0,0
2020-03-01 21:15:00,8136.88,0.0,8.4144,522.18,0,0,1,0,0,0,0,0,0,0,0
2020-03-01 21:20:00,8135.72,0.0008,8.4128,522.52,0,0,1,0,0,0,0,0,0,0,0
