timestamp,B_18,Good/Bad
2020-03-01 04:10:00,8134.36,0
2020-03-01 04:15:00,8132.82,0
2020-03-01 04:20:00,8134.38,0
2020-03-01 04:25:00,8129.95,0
2020-03-01 04:30:00,8134.1,0
2020-03-01 04:35:00,8135.4,0
2020-03-01 04:40:00,8135.48,0
2020-03-01 04:45:00,8132.08,0
2020-03-01 04:50:00,8128.81,0
2020-03-01 04:55:00,8132.89,0
2020-03-01 05:00:00,8131.66,0
2020-03-01 05:05:00,8132.28,0
2020-03-01 05:10:00,8130.73,0
2020-03-01 05:15:00,8128.15,0
2020-03-01 05:20:00,8132.94,0
2020-03-01 05:25:00,8128.32,0
2020-03-01 05:30:00,8134.07,0
2020-03-01 05:35:00,8132.39,0
2020-03-01 05:40:00,8129.13,0
2020-03-01 05:45:00,8130.36,0
2020-03-01 05:50:00,8134.28,0
2020-03-01 05:55:00,8133.95,0
2020-03-01 06:00:00,8129.85,0
2020-03-01 06:05:00,8132.67,0
2020-03-01 06:10:00,8130.13,0
2020-03-01 06:15:00,8136.44,0
2020-03-01 06:20:00,8135.25,0
2020-03-01 06:25:00,8133.91,0
2020-03-01 06:30:00,8135.4,0
2020-03-01 06:35:00,8134.66,0
2020-03-01 06:40:00,8128.87,0
2020-03-01 06:45:00,8134.04,0
2020-03-01 06:50:00,8132.79,0
2020-03-01 06:55:00,8131.54,0
2020-03-01 07:00:00,8135.31,0
2020-03-01 07:05:00,8130.06,0
2020-03-01 07:15:00,8131.47,0
2020-03-01 07:21:00,8135.15,0
2020-03-01 07:25:00,8129.72,0
2020-03-01 07:30:00,8134.4,0
2020-03-01 07:36:00,8131.39,0
2020-03-01 07:40:00,8133.15,0
2020-03-01 07:45:00,8132.4,0
2020-03-01 07:50:00,8131.63,0
2020-03-01 07:55:00,8130.69,0
2020-03-01 08:00:00,8128.74,0
2020-03-01 08:05:00,8127.89,0
2020-03-01 08:10:00,8131.77,0
2020-03-01 08:15:00,8132.49,0
2020-03-01 08:20:00,8125.97,0
2020-03-01 08:25:00,8130.4,0
2020-03-01 08:30:00,8124.4,0
2020-03-01 08:35:00,8131.89,0
2020-03-01 08:40:00,8129.135,0
2020-03-01 08:45:00,8126.38,0
2020-03-01 08:50:00,8132.4,0
2020-03-01 08:55:00,8131.52,0
2020-03-01 09:00:00,8130.97,0
2020-03-01 09:05:00,8127.16,0
2020-03-01 09:10:00,8132.4,0
2020-03-01 09:15:00,8131.52,0
2020-03-01 09:20:00,8129.32,0
2020-03-01 09:25:00,8128.46,0
2020-03-01 09:30:00,8127.6,0
2020-03-01 09:35:00,8134.46,0
2020-03-01 09:40:00,8126.12,0
2020-03-01 09:45:00,8135.21,0
2020-03-01 09:50:00,8123.85,0
2020-03-01 09:55:00,8125.57,0
2020-03-01 10:00:00,8133.94,0
2020-03-01 10:05:00,8131.81,0
2020-03-01 10:10:00,8129.72,0
2020-03-01 10:15:00,8133.82,0
2020-03-01 10:20:00,8126.33,0
2020-03-01 10:25:00,8130.94,0
2020-03-01 10:30:00,8133.0,0
2020-03-01 10:35:00,8132.08,0
2020-03-01 10:40:00,8127.33,0
2020-03-01 10:45:00,8125.29,0
2020-03-01 10:50:00,8126.38,0
2020-03-01 10:55:00,8128.92,0
2020-03-01 11:00:00,8130.93,0
2020-03-01 11:05:00,8131.3,0
2020-03-01 11:10:00,8129.34,0
2020-03-01 11:15:00,8129.075000000001,0
2020-03-01 11:20:00,8128.81,0
2020-03-01 11:25:00,8129.67,0
2020-03-01 11:30:00,8124.97,0
2020-03-01 11:35:00,8130.27,0
2020-03-01 11:40:00,8120.93,0
2020-03-01 11:45:00,8124.87,0
2020-03-01 11:50:00,8126.81,0
2020-03-01 11:55:00,8125.47,0
2020-03-01 12:00:00,8130.91,0
2020-03-01 12:05:00,8129.19,0
2020-03-01 12:10:00,8126.13,0
2020-03-01 12:15:00,8124.48,0
2020-03-01 12:20:00,8124.34,0
2020-03-01 12:25:00,8122.99,0
2020-03-01 12:30:00,8127.21,0
2020-03-01 12:35:00,8119.0,0
2020-03-01 12:40:00,8124.14,0
2020-03-01 12:45:00,8129.24,0
2020-03-01 12:50:00,8120.41,0
2020-03-01 12:55:00,8128.48,0
2020-03-01 13:00:00,8125.07,0
2020-03-01 13:05:00,8126.33,0
2020-03-01 13:10:00,8127.61,0
2020-03-01 13:15:00,8122.68,0
2020-03-01 13:20:00,8126.97,0
2020-03-01 13:25:00,8123.77,1
2020-03-01 13:30:00,8124.06,1
2020-03-01 13:35:00,8124.63,1
2020-03-01 13:40:00,8126.53,1
2020-03-01 13:45:00,8119.14,1
2020-03-01 13:50:00,8122.41,1
2020-03-01 13:55:00,8124.44,1
2020-03-01 14:00:00,8125.3,1
2020-03-01 14:05:00,8121.76,1
2020-03-01 14:10:00,8124.87,1
2020-03-01 14:15:00,8120.08,1
2020-03-01 14:20:00,8121.64,1
2020-03-01 14:25:00,8119.17,1
2020-03-01 14:30:00,8125.76,1
2020-03-01 14:35:00,8123.8,1
2020-03-01 14:40:00,8120.11,1
2020-03-01 14:45:00,8116.56,1
2020-03-01 14:50:00,8116.84,1
2020-03-01 14:55:00,8122.57,1
2020-03-01 15:00:00,8114.79,1
2020-03-01 15:05:00,8119.67,1
2020-03-01 15:10:00,8117.8,1
2020-03-01 15:15:00,8115.61,1
2020-03-01 15:20:00,8119.53,1
2020-03-01 15:25:00,8123.45,1
2020-03-01 15:30:00,8115.67,1
2020-03-01 15:35:00,8117.69,1
2020-03-01 15:40:00,8117.51,1
2020-03-01 15:45:00,8112.58,1
2020-03-01 15:50:00,8114.61,1
2020-03-01 15:55:00,8110.93,1
2020-03-01 16:00:00,8137.72,0
2020-03-01 16:05:00,8131.09,0
2020-03-01 16:10:00,8140.58,0
2020-03-01 16:15:00,8140.44,0
2020-03-01 16:20:00,8136.67,0
2020-03-01 16:25:00,8133.65,0
2020-03-01 16:30:00,8136.33,0
2020-03-01 16:35:00,8137.92,0
2020-03-01 16:40:00,8145.29,0
2020-03-01 16:50:00,8135.85,0
2020-03-01 16:55:00,8136.49,0
2020-03-01 17:00:00,8140.61,0
2020-03-01 17:05:00,8140.09,0
2020-03-01 17:10:00,8137.72,0
2020-03-01 17:15:00,8133.45,0
2020-03-01 17:20:00,8134.78,0
2020-03-01 17:25:00,8136.145,0
2020-03-01 17:30:00,8137.51,0
2020-03-01 17:35:00,8139.83,0
2020-03-01 17:40:00,8136.57,0
2020-03-01 17:45:00,8140.79,0
2020-03-01 17:50:00,8131.57,0
2020-03-01 17:55:00,8136.16,0
2020-03-01 18:00:00,8136.97,0
2020-03-01 18:05:00,8137.27,0
2020-03-01 18:10:00,8137.73,0
2020-03-01 18:15:00,8136.55,0
2020-03-01 18:20:00,8140.77,0
2020-03-01 18:25:00,8136.63,0
2020-03-01 18:30:00,8131.62,0
2020-03-01 18:35:00,8138.76,0
2020-03-01 18:40:00,8133.62,0
2020-03-01 18:45:00,8139.8,0
2020-03-01 18:50:00,8142.08,0
2020-03-01 18:55:00,8142.06,0
2020-03-01 19:00:00,8136.08,0
2020-03-01 19:05:00,8134.91,0
2020-03-01 19:10:00,8138.78,0
2020-03-01 19:15:00,8137.16,0
2020-03-01 19:20:00,8140.84,0
2020-03-01 19:25:00,8135.3,0
2020-03-01 19:30:00,8135.14,0
2020-03-01 19:35:00,8137.23,0
2020-03-01 19:40:00,8141.93,0
2020-03-01 19:45:00,8140.52,0
2020-03-01 19:50:00,8136.97,0
2020-03-01 19:55:00,8134.97,0
2020-03-01 20:00:00,8136.715,0
2020-03-01 20:05:00,8138.46,0
2020-03-01 20:10:00,8137.89,0
2020-03-01 20:15:00,8134.22,0
2020-03-01 20:20:00,8137.95,0
2020-03-01 20:30:00,8134.65,0
2020-03-01 20:35:00,8139.72,0
2020-03-01 20:40:00,8136.88,0
2020-03-01 20:45:00,8134.92,0
2020-03-01 20:50:00,8136.9,0
2020-03-01 20:55:00,8141.27,0
2020-03-01 21:00:00,8135.88,0
2020-03-01 21:05:00,8135.86,0
2020-03-01 21:10:00,8134.72,0
2020-03-01 21:15:00,8136.88,0
2020-03-01 21:20:00,8135.72,0
2020-03-01 21:25:00,8138.89,0
2020-03-01 21:30:00,8138.81,0
2020-03-01 21:35:00,8137.75,0
2020-03-01 21:40:00,8136.47,0
2020-03-01 21:45:00,8134.06,0
2020-03-01 21:50:00,8131.12,0
2020-03-01 21:55:00,8136.69,0
2020-03-01 22:00:00,8142.06,0
2020-03-01 22:05:00,8138.8,0
2020-03-01 22:10:00,8133.37,0
2020-03-01 22:15:00,8136.29,0
2020-03-01 22:20:00,8138.64,0
2020-03-01 22:25:00,8135.85,0
2020-03-01 22:30:00,8135.02,0
2020-03-01 22:35:00,8138.12,0
2020-03-01 22:40:00,8135.81,0
2020-03-01 22:45:00,8135.13,0
2020-03-01 22:50:00,8135.08,0
2020-03-01 22:55:00,8138.11,0
2020-03-01 23:00:00,8137.66,0
2020-03-01 23:05:00,8138.02,0
2020-03-01 23:10:00,8140.14,0
2020-03-01 23:15:00,8139.82,0
2020-03-01 23:20:00,8135.49,0
2020-03-01 23:25:00,8138.51,0
2020-03-01 23:30:00,8134.67,0
2020-03-01 23:35:00,8137.35,0
2020-03-01 23:40:00,8137.98,0
2020-03-01 23:45:00,8141.01,0
2020-03-01 23:50:00,8139.395,0
2020-03-01 23:55:00,8137.78,0
2020-03-02 00:00:00,8135.99,0
2020-03-02 00:05:00,8140.08,0
2020-03-02 00:10:00,8138.18,0
2020-03-02 00:15:00,8135.5,0
2020-03-02 00:20:00,8140.13,0
2020-03-02 00:25:00,8136.45,0
2020-03-02 00:31:00,8144.59,0
2020-03-02 00:35:00,8142.03,0
2020-03-02 00:40:00,8140.65,0
2020-03-02 00:50:00,8136.62,0
2020-03-02 00:55:00,8136.72,0
2020-03-02 01:00:00,8145.36,0
2020-03-02 01:05:00,8140.04,0
2020-03-02 01:10:00,8137.95,0
2020-03-02 01:15:00,8138.79,0
2020-03-02 01:20:00,8141.12,0
2020-03-02 01:25:00,8138.67,0
2020-03-02 01:30:00,8138.48,0
2020-03-02 01:35:00,8145.28,0
2020-03-02 01:40:00,8139.95,0
2020-03-02 01:45:00,8141.01,0
2020-03-02 01:50:00,8141.97,0
2020-03-02 01:55:00,8136.11,0
2020-03-02 02:00:00,8140.79,0
2020-03-02 02:06:00,8136.04,0
2020-03-02 02:10:00,8134.83,0
2020-03-02 02:15:00,8135.96,0
2020-03-02 02:20:00,8142.91,0
2020-03-02 02:25:00,8136.69,0
2020-03-02 02:30:00,8134.49,0
2020-03-02 02:35:00,8142.32,0
2020-03-02 02:40:00,8139.65,0
2020-03-02 02:45:00,8137.8,0
2020-03-02 02:50:00,8141.5,0
2020-03-02 02:55:00,8140.33,0
2020-03-02 03:00:00,8140.53,0
2020-03-02 03:05:00,8142.84,0
2020-03-02 03:10:00,8129.68,0
2020-03-02 03:15:00,8142.13,0
2020-03-02 03:20:00,8135.55,0
2020-03-02 03:25:00,8137.725,0
2020-03-02 03:30:00,8139.9,0
2020-03-02 03:35:00,8139.78,0
2020-03-02 03:40:00,8136.91,0
2020-03-02 03:45:00,8134.04,0
2020-03-02 03:50:00,8138.17,0
2020-03-02 03:55:00,8141.03,0
2020-03-02 04:10:00,8134.58,0
2020-03-02 04:15:00,8140.37,0
2020-03-02 04:20:00,8138.62,0
2020-03-02 04:25:00,8138.55,0
2020-03-02 04:30:00,8143.3,0
2020-03-02 04:35:00,8136.96,0
2020-03-02 04:40:00,8134.54,0
2020-03-02 04:45:00,8137.22,0
2020-03-02 04:50:00,8146.25,0
2020-03-02 04:55:00,8139.57,0
2020-03-02 05:00:00,8143.04,0
2020-03-02 05:05:00,8140.57,0
2020-03-02 05:10:00,8138.61,0
2020-03-02 05:15:00,8144.03,0
2020-03-02 05:20:00,8140.21,0
2020-03-02 05:25:00,8134.78,0
2020-03-02 05:30:00,8142.54,0
2020-03-02 05:35:00,8138.6,0
2020-03-02 05:40:00,8134.48,0
2020-03-02 05:45:00,8142.11,0
2020-03-02 05:50:00,8148.57,0
2020-03-02 05:55:00,8135.51,0
2020-03-02 06:00:00,8141.96,0
2020-03-02 06:05:00,8140.59,0
2020-03-02 06:10:00,8143.29,0
2020-03-02 06:16:00,8134.03,0
2020-03-02 06:20:00,8140.73,0
2020-03-02 06:25:00,8144.79,0
2020-03-02 06:35:00,8147.04,0
2020-03-02 06:40:00,8139.0,0
2020-03-02 06:45:00,8146.93,0
2020-03-02 06:50:00,8140.62,0
2020-03-02 06:55:00,8139.98,0
2020-03-02 07:00:00,8134.52,0
2020-03-02 07:05:00,8143.47,0
2020-03-02 07:10:00,8142.25,0
2020-03-02 07:15:00,8142.27,0
2020-03-02 07:20:00,8143.76,0
2020-03-02 07:25:00,8145.64,0
2020-03-02 07:30:00,8136.8,0
2020-03-02 07:35:00,8139.36,0
2020-03-02 07:40:00,8141.68,0
2020-03-02 07:45:00,8139.4,0
2020-03-02 07:50:00,8142.41,0
2020-03-02 07:55:00,8141.81,0
2020-03-02 08:00:00,8144.36,0
2020-03-02 08:06:00,8142.38,0
2020-03-02 08:10:00,8147.43,0
2020-03-02 08:15:00,8139.28,0
2020-03-02 08:20:00,8148.8,0
2020-03-02 08:25:00,8146.21,0
2020-03-02 08:30:00,8144.69,0
2020-03-02 08:35:00,8144.69,0
2020-03-02 08:40:00,8144.5,0
2020-03-02 08:45:00,8148.95,0
2020-03-02 08:50:00,8137.27,0
2020-03-02 08:55:00,8145.46,0
2020-03-02 09:00:00,8144.24,0
2020-03-02 09:05:00,8145.04,0
2020-03-02 09:10:00,8146.73,0
2020-03-02 09:15:00,8140.99,0
2020-03-02 09:20:00,8147.1,0
2020-03-02 09:25:00,8141.12,0
2020-03-02 09:30:00,8143.14,0
2020-03-02 09:35:00,8148.07,0
2020-03-02 09:40:00,8144.0,0
2020-03-02 09:45:00,8148.16,0
2020-03-02 09:50:00,8141.9,0
2020-03-02 09:55:00,8144.7,0
2020-03-02 10:00:00,8148.52,0
2020-03-02 10:05:00,8146.85,0
2020-03-02 10:11:00,8147.72,0
2020-03-02 10:15:00,8148.15,0
2020-03-02 10:20:00,8145.66,0
2020-03-02 10:25:00,8144.87,0
2020-03-02 10:30:00,8152.25,0
2020-03-02 10:35:00,8148.63,0
2020-03-02 10:40:00,8150.97,0
2020-03-02 10:46:00,8143.41,0
2020-03-02 10:50:00,8148.82,0
2020-03-02 10:55:00,8152.87,0
2020-03-02 11:00:00,8144.84,0
2020-03-02 11:05:00,8148.9,0
2020-03-02 11:10:00,8144.02,0
2020-03-02 11:15:00,8151.93,0
2020-03-02 11:20:00,8146.92,0
2020-03-02 11:25:00,8148.195,0
2020-03-02 11:30:00,8149.47,0
2020-03-02 11:35:00,8147.85,0
2020-03-02 11:40:00,8152.81,0
2020-03-02 11:45:00,8152.62,0
2020-03-02 11:50:00,8143.53,0
2020-03-02 11:55:00,8152.44,0
2020-03-02 12:00:00,8151.05,0
2020-03-02 12:05:00,8155.17,0
2020-03-02 12:10:00,8152.43,0
2020-03-02 12:15:00,8156.27,0
2020-03-02 12:20:00,8152.57,0
2020-03-02 12:25:00,8149.52,0
2020-03-02 12:30:00,8149.5,0
2020-03-02 12:35:00,8156.5,0
2020-03-02 12:40:00,8153.91,0
2020-03-02 12:45:00,8153.25,0
2020-03-02 12:50:00,8149.06,0
2020-03-02 12:55:00,8155.19,0
2020-03-02 13:00:00,8159.27,0
2020-03-02 13:05:00,8157.22,0
2020-03-02 13:10:00,8156.91,0
2020-03-02 13:15:00,8153.87,0
2020-03-02 13:20:00,8158.12,1
2020-03-02 13:25:00,8156.39,1
2020-03-02 13:30:00,8153.52,1
2020-03-02 13:35:00,8158.73,1
2020-03-02 13:40:00,8157.24,1
2020-03-02 13:45:00,8157.1,1
2020-03-02 13:51:00,8159.57,1
2020-03-02 13:55:00,8154.78,1
2020-03-02 14:00:00,8160.3,1
2020-03-02 14:05:00,8158.06,1
2020-03-02 14:10:00,8161.44,1
2020-03-02 14:15:00,8161.33,1
2020-03-02 14:20:00,8159.05,1
2020-03-02 14:30:00,8158.97,1
2020-03-02 14:35:00,8155.61,1
2020-03-02 14:40:00,8163.69,1
2020-03-02 14:45:00,8161.62,1
2020-03-02 14:50:00,8157.59,1
2020-03-02 15:00:00,8171.9,1
2020-03-02 15:05:00,8160.69,1
2020-03-02 15:10:00,8164.77,1
2020-03-02 15:15:00,8163.77,1
2020-03-02 15:20:00,8167.57,1
2020-03-02 15:25:00,8168.43,1
2020-03-02 15:30:00,8174.85,1
2020-03-02 15:35:00,8166.83,1
2020-03-02 15:40:00,8164.83,1
2020-03-02 15:45:00,8169.97,1
2020-03-02 15:50:00,8175.57,1
2020-03-02 15:55:00,8138.4,0
2020-03-02 16:00:00,8137.38,0
2020-03-02 16:05:00,8137.2,0
2020-03-02 16:10:00,8139.35,0
2020-03-02 16:15:00,8135.99,0
2020-03-02 16:20:00,8137.99,0
2020-03-02 16:25:00,8141.85,0
2020-03-02 16:30:00,8141.47,0
2020-03-02 16:35:00,8136.84,0
2020-03-02 16:40:00,8130.42,0
2020-03-02 16:45:00,8138.08,0
2020-03-02 16:50:00,8141.09,0
2020-03-02 16:55:00,8138.75,0
2020-03-02 17:00:00,8141.57,0
2020-03-02 17:05:00,8138.07,0
2020-03-02 17:10:00,8137.26,0
2020-03-02 17:15:00,8140.24,0
2020-03-02 17:20:00,8141.53,0
2020-03-02 17:25:00,8144.32,0
2020-03-02 17:35:00,8138.16,0
2020-03-02 17:40:00,8141.91,0
2020-03-02 17:45:00,8133.61,0
2020-03-02 17:50:00,8140.94,0
2020-03-02 17:55:00,8134.79,0
2020-03-02 18:00:00,8140.65,0
2020-03-02 18:05:00,8138.31,0
2020-03-02 18:10:00,8131.13,0
2020-03-02 18:15:00,8135.88,0
2020-03-02 18:21:00,8140.32,0
2020-03-02 18:25:00,8143.37,0
2020-03-02 18:30:00,8135.67,0
2020-03-02 18:35:00,8134.74,0
2020-03-02 18:40:00,8142.72,0
2020-03-02 18:45:00,8136.27,0
2020-03-02 18:50:00,8144.61,0
2020-03-02 18:55:00,8140.71,0
2020-03-02 19:00:00,8134.72,0
2020-03-02 19:05:00,8139.81,0
2020-03-02 19:10:00,8131.57,0
2020-03-02 19:15:00,8143.58,0
2020-03-02 19:20:00,8140.13,0
2020-03-02 19:25:00,8138.47,0
2020-03-02 19:30:00,8144.65,0
2020-03-02 19:35:00,8138.89,0
2020-03-02 19:40:00,8141.07,0
2020-03-02 19:45:00,8139.29,0
2020-03-02 19:50:00,8138.95,0
2020-03-02 19:55:00,8138.36,0
2020-03-02 20:00:00,8140.55,0
2020-03-02 20:05:00,8135.1,0
2020-03-02 20:10:00,8142.51,0
2020-03-02 20:15:00,8141.43,0
2020-03-02 20:20:00,8143.47,0
2020-03-02 20:25:00,8141.34,0
2020-03-02 20:30:00,8136.63,0
2020-03-02 20:35:00,8137.58,0
2020-03-02 20:40:00,8130.67,0
2020-03-02 20:45:00,8142.01,0
2020-03-02 20:50:00,8136.68,0
2020-03-02 20:55:00,8138.34,0
2020-03-02 21:00:00,8143.24,0
2020-03-02 21:05:00,8149.09,0
2020-03-02 21:10:00,8143.14,0
2020-03-02 21:15:00,8139.64,0
2020-03-02 21:20:00,8141.08,0
2020-03-02 21:25:00,8139.27,0
2020-03-02 21:30:00,8141.67,0
2020-03-02 21:35:00,8139.2,0
2020-03-02 21:40:00,8137.91,0
2020-03-02 21:45:00,8139.03,0
2020-03-02 21:50:00,8138.14,0
2020-03-02 21:55:00,8139.97,0
2020-03-02 22:00:00,8142.13,0
2020-03-02 22:10:00,8140.33,0
2020-03-02 22:15:00,8143.62,0
2020-03-02 22:20:00,8140.42,0
2020-03-02 22:25:00,8144.12,0
2020-03-02 22:30:00,8148.72,0
2020-03-02 22:35:00,8144.95,0
2020-03-02 22:40:00,8148.16,0
2020-03-02 22:45:00,8143.8,0
2020-03-02 22:50:00,8141.69,0
2020-03-02 22:55:00,8144.64,0
2020-03-02 23:00:00,8145.65,0
2020-03-02 23:05:00,8145.39,0
2020-03-02 23:10:00,8146.69,0
2020-03-02 23:15:00,8146.55,0
2020-03-02 23:20:00,8146.94,0
2020-03-02 23:25:00,8139.12,0
2020-03-02 23:30:00,8152.49,0
2020-03-02 23:35:00,8146.23,0
2020-03-02 23:40:00,8147.33,0
2020-03-02 23:45:00,8146.34,0
2020-03-02 23:50:00,8146.97,0
2020-03-02 23:55:00,8152.99,0
2020-03-03 00:00:00,8148.92,0
2020-03-03 00:05:00,8147.73,0
2020-03-03 00:10:00,8148.27,0
2020-03-03 00:15:00,8146.15,0
2020-03-03 00:20:00,8154.61,0
2020-03-03 00:25:00,8154.38,0
2020-03-03 00:30:00,8146.65,0
2020-03-03 00:35:00,8145.37,0
2020-03-03 00:40:00,8157.87,0
2020-03-03 00:45:00,8146.39,0
2020-03-03 00:50:00,8147.9,0
2020-03-03 00:55:00,8149.98,0
2020-03-03 01:00:00,8150.96,0
2020-03-03 01:05:00,8152.99,0
2020-03-03 01:10:00,8155.89,0
2020-03-03 01:15:00,8152.76,0
2020-03-03 01:20:00,8154.99,0
2020-03-03 01:25:00,8152.31,0
2020-03-03 01:30:00,8145.08,0
2020-03-03 01:35:00,8152.14,0
2020-03-03 01:40:00,8152.0,0
2020-03-03 01:45:00,8157.34,0
2020-03-03 01:50:00,8161.18,0
2020-03-03 01:55:00,8162.35,0
2020-03-03 02:00:00,8160.58,0
2020-03-03 02:05:00,8164.19,0
2020-03-03 02:10:00,8161.91,0
2020-03-03 02:15:00,8161.3,0
2020-03-03 02:20:00,8156.2,0
2020-03-03 02:25:00,8164.96,0
2020-03-03 02:30:00,8169.19,0
2020-03-03 02:35:00,8163.03,0
2020-03-03 02:40:00,8168.38,0
2020-03-03 02:45:00,8166.86,0
2020-03-03 02:50:00,8166.4,0
2020-03-03 02:55:00,8167.34,0
2020-03-03 03:00:00,8169.28,0
2020-03-03 03:05:00,8163.38,0
2020-03-03 03:10:00,8166.47,0
2020-03-03 03:15:00,8173.71,0
2020-03-03 03:20:00,8166.72,0
2020-03-03 03:25:00,8173.47,0
2020-03-03 03:30:00,8175.9,0
2020-03-03 03:35:00,8177.5,0
2020-03-03 03:40:00,8177.01,0
2020-03-03 03:45:00,8177.99,0
2020-03-03 03:50:00,8179.98,0
2020-03-03 03:56:00,8179.92,0
2020-03-03 04:00:00,8183.78,0
2020-03-03 04:06:00,8183.29,0
2020-03-03 04:10:00,8177.05,0
2020-03-03 04:15:00,8183.53,1
2020-03-03 04:20:00,8185.67,1
2020-03-03 04:25:00,8192.2,1
2020-03-03 04:30:00,8186.26,1
2020-03-03 04:45:00,8193.56,1
2020-03-03 04:50:00,8196.33,1
2020-03-03 04:55:00,8195.97,1
2020-03-03 05:00:00,8204.2,1
2020-03-03 05:05:00,8198.23,1
2020-03-03 05:15:00,8202.48,1
2020-03-03 05:20:00,8204.85,1
2020-03-03 05:25:00,8209.22,1
2020-03-03 05:30:00,8209.0,1
2020-03-03 05:35:00,8215.68,1
2020-03-03 05:40:00,8218.07,1
2020-03-03 05:45:00,8223.46,1
2020-03-03 05:50:00,8221.68,1
2020-03-03 05:55:00,8230.54,1
2020-03-03 06:00:00,8230.71,1
2020-03-03 06:05:00,8233.24,1
2020-03-03 06:10:00,8235.35,1
2020-03-03 06:15:00,8234.4,1
2020-03-03 06:20:00,8234.96,1
2020-03-03 06:25:00,8238.86,1
2020-03-03 06:31:00,8251.82,1
2020-03-03 06:35:00,8249.86,1
2020-03-03 06:40:00,8253.84,1
2020-03-03 06:45:00,8255.34,1
2020-03-03 06:50:00,8131.5,0
2020-03-03 06:55:00,8129.53,0
2020-03-03 07:00:00,8131.24,0
2020-03-03 07:05:00,8132.9,0
2020-03-03 07:10:00,8126.94,0
2020-03-03 07:15:00,8136.69,0
2020-03-03 07:20:00,8130.68,0
2020-03-03 07:26:00,8134.3,0
2020-03-03 07:30:00,8132.18,0
2020-03-03 07:35:00,8131.5,0
2020-03-03 07:40:00,8130.08,0
2020-03-03 07:45:00,8129.83,0
2020-03-03 07:50:00,8127.22,0
2020-03-03 07:55:00,8134.1,0
2020-03-03 08:00:00,8132.16,0
2020-03-03 08:05:00,8125.32,0
2020-03-03 08:10:00,8129.65,0
2020-03-03 08:15:00,8132.26,0
2020-03-03 08:20:00,8138.08,0
2020-03-03 08:25:00,8128.24,0
2020-03-03 08:30:00,8139.62,0
2020-03-03 08:35:00,8131.9,0
2020-03-03 08:40:00,8134.54,0
2020-03-03 08:45:00,8127.73,0
2020-03-03 08:50:00,8129.9,0
2020-03-03 08:55:00,8138.85,0
2020-03-03 09:00:00,8135.0,0
2020-03-03 09:05:00,8131.59,0
2020-03-03 09:10:00,8131.82,0
2020-03-03 09:16:00,8131.94,0
2020-03-03 09:20:00,8129.66,0
2020-03-03 09:25:00,8133.15,0
2020-03-03 09:30:00,8136.37,0
2020-03-03 09:35:00,8130.49,0
2020-03-03 09:40:00,8135.26,0
2020-03-03 09:45:00,8132.53,0
2020-03-03 09:51:00,8133.01,0
2020-03-03 09:55:00,8131.17,0
2020-03-03 10:00:00,8133.67,0
2020-03-03 10:05:00,8134.81,0
2020-03-03 10:10:00,8132.78,0
2020-03-03 10:15:00,8137.1,0
2020-03-03 10:20:00,8132.67,0
2020-03-03 10:25:00,8131.23,0
2020-03-03 10:30:00,8133.1,0
2020-03-03 10:35:00,8135.14,0
2020-03-03 10:40:00,8132.89,0
2020-03-03 10:45:00,8131.02,0
2020-03-03 10:50:00,8130.35,0
2020-03-03 10:55:00,8137.83,0
2020-03-03 11:00:00,8138.87,0
2020-03-03 11:05:00,8137.16,0
2020-03-03 11:10:00,8134.39,0
2020-03-03 11:15:00,8130.82,0
